Модуль ошибки
Время, с	Ошибка, м
732866390	10.138
732866400	11.4344
732866410	10.0885
732866420	10.5742
732866430	11.0963
732866440	11.8225
732866450	11.7038
732866460	13.081
732866470	14.607
732866480	243.581
732866490	245.731
732866500	249.965
732866510	251.837
732866520	289.399
732866530	400.551
732866540	405.404
732866550	407.591
732866560	408.423
732866570	412.11
732866580	411.48
732866590	413.401
732866600	416.304
732866610	419.379
732866620	18.0783
732866630	18.4056
732866640	18.7164
732866650	19.5675
732866660	20.1855
732866670	20.3329
732866680	20.7227
732866690	20.9638
732866700	21.2673
732866710	21.2439
732866720	21.1058
732866730	21.8282
732866740	22.6048
732866750	23.469
732866760	21.5956
732866770	22.2851
732866780	241.427
732866790	23.2809
732866800	22.9057
732866810	23.439
732866820	23.6539
732866830	24.5038
732866840	24.2406
732866850	24.6958
732866860	25.5107
732866870	25.8971
732866880	25.7997
732866890	26.0838
732866900	26.7891
732866910	26.9666
732866920	27.1122
732866930	27.1656
732866940	27.4755
732866950	27.948
732866960	28.2999
732866970	28.3546
732866980	28.7092
732866990	28.6709
732867000	28.3645
732867010	28.8627
732867020	29.2769
732867030	29.9494
732867040	29.9524
732867050	30.4419
732867060	30.6384
732867070	30.95
732867080	30.7393
732867090	31.3743
732867100	31.5047
732867110	31.8238
732867120	31.6639
732867130	31.7074
732867140	31.5878
732867150	32.0955
732867160	32.0268
732867170	32.7825
732867180	32.3252
732867190	33.3971
732867200	33.6095
732867210	34.4315
732867220	34.6795
732867230	34.3235
732867240	35.1055
732867250	35.9166
732867260	36.0073
732867270	35.7233
732867280	35.5679
732867290	35.6466
732867300	35.893
732867310	35.8275
732867320	35.9441
732867330	35.725
732867340	34.9904
732867350	35.3448
732867360	35.3436
732867370	36.1851
732867380	34.644
732867390	35.5162
732867400	34.5696
732867410	36.0179
732867420	35.2299
732867430	35.8374
732867440	35.7299
732867450	36.9831
732867460	37.0794
732867470	37.6799
732867480	38.1307
732867490	37.9043
732867500	38.5
732867510	38.9013
732867520	38.7623
732867530	38.8927
732867540	39.6792
732867550	40.3013
732867560	37.8735
732867570	37.9682
732867580	37.1513
732867590	37.9803
732867600	38.2313
732867610	37.5699
732867620	36.62
732867630	35.9365
732867640	35.6897
732867650	35.1384
732867660	34.5076
732867670	34.6488
732867680	34.8534
732867690	34.5513
732867700	34.5709
732867710	34.6108
732867720	34.5026
732867730	34.5219
732867740	33.3185
732867750	33.4254
732867760	33.268
732867770	33.1317
732867780	33.623
732867790	33.0065
732867800	33.6827
732867810	35.2622
732867820	35.8235
732867830	35.6917
732867840	34.6685
732867850	34.6945
732867860	34.5855
732867870	35.1896
732867880	35.7884
732867890	36.0522
732867900	35.3887
732867910	33.6153
732867920	33.119
732867930	33.5602
732867940	34.2019
732867950	33.2859
732867960	33.3093
732867970	33.307
732867980	33.583
732867990	32.2028
732868000	32.6264
732868010	31.6425
732868020	31.6475
732868030	31.347
732868040	32.4583
732868050	32.0204
732868060	31.9053
732868070	31.5042
732868080	31.1062
732868090	30.8855
732868100	30.7532
732868110	30.4062
732868120	30.3003
732868130	30.1576
732868140	29.8946
732868150	31.0544
732868160	30.2821
732868170	29.9997
732868180	29.65
732868190	29.6469
732868200	29.0858
732868210	28.9772
732868220	28.7712
732868230	28.4409
732868240	28.3099
732868250	27.5389
732868260	27.5505
732868270	26.7264
732868280	26.6493
732868290	26.5786
732868300	26.4001
732868310	25.4978
732868320	25.4121
732868330	24.7325
732868340	24.1108
732868350	24.1404
732868360	24.624
732868370	24.3308
732868380	24.3149
732868390	24.0029
732868400	23.7057
732868410	22.9071
732868420	22.8626
732868430	23.199
732868440	22.9877
732868450	23.1706
732868460	23.1414
732868470	22.9656
732868480	21.889
732868490	21.2241
732868500	21.263
732868510	18.7842
732868520	17.8305
732868530	18.0452
732868540	17.525
732868550	16.6532
732868560	16.3896
732868570	15.8903
732868580	15.4216
732868590	15.3868
732868600	15.3824
732868610	15.1072
732868620	14.3645
732868630	14.1109
732868640	13.8281
732868650	13.4501
732868660	13.5244
732868670	13.0306
732868680	12.7588
732868690	12.3118
732868700	11.5458
732868710	10.5463
732868720	10.6089
732868730	9.12081
732868740	9.09687
732868750	9.22626
732868760	8.9601
732868770	8.63531
732868780	8.71059
732868790	8.068
732868800	8.30922
732868810	7.57418
732868820	6.49381
732868830	5.96768
732868840	5.96113
732868850	4.471
732868860	4.91733
732868870	6.64104
732868880	8.81575
732868890	5.82946
732868900	5.30753
732868910	4.67147
732868920	2.15482
732868930	2.17506
732868940	0.93584
732868950	2.30166
732868960	1.57167
732868970	2.6301
732868980	1.56841
732868990	2.01543
732869000	2.12888
732869010	2.47522
732869020	2.52125
732869030	2.96639
732869040	3.16676
732869050	3.51584
732869060	4.25458
732869070	3.87731
732869080	4.68496
732869090	5.0546
732869100	5.73403
732869110	5.76743
732869120	6.4496
732869130	6.55612
732869140	7.012
732869150	7.67627
732869160	7.91431
732869170	7.69159
732869180	7.80173
732869190	8.31169
732869200	8.99057
732869210	9.21127
732869220	9.43907
732869230	10.0661
732869240	11.2236
732869250	11.3109
732869260	12.0644
732869270	12.5397
732869280	12.9647
732869290	13.5569
732869300	13.6586
732869310	14.7555
732869320	14.6643
732869330	14.9808
732869340	16.1916
732869350	15.7444
732869360	16.07
732869370	17.0144
732869380	17.6739
732869390	18.6253
732869400	19.5252
732869410	19.6044
732869420	20.1193
732869430	20.3824
732869440	20.0593
732869450	21.0788
732869460	23.1315
732869470	24.6571
732869480	24.5159
732869490	19.478
732869500	19.5141
732869510	19.7608
732869520	20.477
732869530	20.8759
732869540	21.0223
732869550	21.4819
732869560	21.6716
732869570	22.1618
732869580	22.5311
732869590	22.8067
732869600	23.2022
732869610	23.5655
732869620	24.0007
732869630	24.2946
732869640	24.5165
732869650	24.7518
732869660	25.2035
732869670	25.6741
732869680	25.7107
732869690	26.1123
732869700	26.3273
732869710	26.7766
732869720	26.8376
732869730	28.0963
732869740	28.1946
732869750	28.5713
732869760	28.5327
732869770	29.0526
732869780	29.195
732869790	29.6741
732869800	29.7764
732869810	30.2436
732869820	30.6126
732869830	30.7291
732869840	31.1407
732869850	31.2724
732869860	31.5218
732869870	31.2544
732869880	31.9634
732869890	32.2998
732869900	32.5584
732869910	32.8987
732869920	32.8502
732869930	33.4611
732869940	33.5083
732869950	33.5515
732869960	34.0199
732869970	34.2765
732869980	34.523
732869990	34.5315
732870000	34.6332
732870010	34.5905
732870020	34.7145
732870030	34.6361
732870040	35.4021
732870050	36.1405
732870060	36.1643
732870070	36.8868
732870080	36.8973
732870090	37.4074
732870100	37.3292
732870110	38.431
732870120	38.2313
732870130	38.5739
732870140	43.2426
732870150	44.3864
732870160	45.6503
732870170	45.1745
732870180	45.7528
732870190	45.3511
732870200	56.3911
732870210	56.4594
732870220	37.4069
732870230	37.4488
732870240	38.0293
732870250	37.8809
732870260	38.1226
732870270	38.2889
732870280	38.1459
732870290	38.4817
732870300	38.6374
732870310	38.7246
732870320	38.4788
732870330	38.3688
732870340	38.6413
732870350	38.7808
732870360	39.9449
732870370	39.6442
732870380	40.2568
732870390	40.1861
732870400	39.7627
732870410	40.0684
732870420	40.0863
732870430	39.8152
732870440	40.1075
732870450	40.0052
732870460	39.9536
732870470	40.4176
732870480	39.6955
732870490	39.4646
732870500	40.093
732870510	39.9474
732870520	40.1282
732870530	39.9739
732870540	39.5022
732870550	39.8364
732870560	39.2744
732870570	39.5799
732870580	39.8667
732870590	39.5638
732870600	39.3346
732870610	38.7905
732870620	38.7475
732870630	38.5545
732870640	38.6697
732870650	37.8204
732870660	38.5679
732870670	38.8362
732870680	38.7591
732870690	38.7281
732870700	39.0217
732870710	38.7223
732870720	38.3954
732870730	37.7137
732870740	36.3076
732870750	35.9756
732870760	36.2736
732870770	35.7177
732870780	35.2426
732870790	35.3819
732870800	35.1509
732870810	34.8911
732870820	34.6875
732870830	34.8382
732870840	34.5875
732870850	34.2924
732870860	34.0069
732870870	33.7406
732870880	33.451
732870890	33.5477
732870900	33.4401
732870910	33.0337
732870920	33.1365
732870930	32.7337
732870940	32.3775
732870950	32.2604
732870960	32.0928
732870970	31.9656
732870980	31.8657
732870990	31.5365
732871000	30.6014
732871010	30.5021
732871020	30.4837
732871030	29.8643
732871040	30.3556
732871050	29.5588
732871060	29.102
732871070	28.9214
732871080	28.7605
732871090	27.8995
732871100	27.8215
732871110	27.9596
732871120	27.484
732871130	26.2467
732871140	25.9054
732871150	25.7146
732871160	25.2403
732871170	25.2082
732871180	26.2314
732871190	25.6338
732871200	25.004
732871210	24.8175
732871220	24.1559
732871230	24.1823
732871240	24.3774
732871250	24.2602
732871260	24.1462
732871270	23.361
732871280	22.1563
732871290	22.3635
732871300	21.7726
732871310	21.2383
732871320	20.9245
732871330	20.7464
732871340	20.7337
732871350	18.8297
732871360	18.5826
732871370	18.4088
732871380	18.0638
732871390	17.6146
732871400	17.1445
732871410	16.7878
732871420	16.2238
732871430	16.0987
732871440	15.7635
732871450	15.7642
732871460	15.5569
732871470	21.9892
732871490	0
732871500	17.5494
732871510	16.6818
732871520	13.127
732871530	12.4487
732871540	12.0484
732871550	11.7216
732871560	11.4881
732871570	11.0602
732871580	10.8086
732871590	10.5984
732871600	10.2212
732871610	9.34528
732871620	9.20241
732871630	8.80133
732871640	8.55521
732871650	7.77956
732871660	7.21721
732871670	6.3971
732871680	6.25849
732871690	6.04741
732871700	5.579
732871710	5.09155
732871720	4.84606
732871730	4.46733
732871740	4.79537
732871750	2.90512
732871760	2.06798
732871770	11.5134
732871780	6.25368
732871790	5.6528
732871800	10.7017
732871820	2.90627
732871880	0
732871890	0
732871940	0
732871980	48.9143
732871990	17.9426
732872000	6.67038
732872010	7.47469
732872020	9.16718
732872030	8.59796
732872040	17.9909
732872050	29.2043
732872060	131.445
732872070	10.69
732872080	10.2003
732872090	10.6913
732872100	11.2014
732872110	11.3478
732872120	11.7449
732872130	12.2802
732872140	12.5273
732872150	12.7268
732872160	13.017
732872170	13.7392
732872180	14.193
732872190	14.4557
732872200	14.8753
732872210	15.3159
732872220	15.7546
732872230	15.877
732872240	16.4313
732872250	17.3118
732872260	17.7941
732872270	17.7576
732872280	18.0682
732872290	18.8379
732872300	18.7474
732872310	19.4429
732872320	19.6605
732872330	19.7539
732872340	20.7084
732872350	21.3116
732872360	21.834
732872370	21.7952
732872380	21.9615
732872390	22.4679
732872400	22.933
732872410	23.3048
732872420	23.7323
732872430	23.6399
732872440	24.9989
732872450	25.2632
732872460	26.3938
732872470	26.1423
732872480	24.1775
732872490	24.0496
732872500	24.3185
732872510	24.9605
732872520	25.0319
732872530	25.4662
732872540	25.7953
732872550	26.1635
732872560	26.7344
732872570	26.5926
732872580	26.9374
732872590	27.1106
732872600	27.4322
732872610	27.7155
732872620	27.8926
732872630	27.9267
732872640	28.4222
732872650	28.9142
732872660	29.107
732872670	29.7135
732872680	29.7522
732872690	30.1315
732872700	30.207
732872710	30.1072
732872720	30.2289
732872730	31.1373
732872740	31.3131
732872750	31.7426
732872760	32.2634
732872770	31.6062
732872780	32.7151
732872790	32.8311
732872800	33.3541
732872810	33.8049
732872820	34.3066
732872830	35.0608
732872840	35.3594
732872850	35.2578
732872860	35.7982
732872870	36.2059
732872880	37.0005
732872890	37.6575
732872900	38.5734
732872910	40.9951
732872920	42.2517
732872930	33.3827
732872940	33.3545
732872950	33.8404
732872960	33.9262
732872970	34.2772
732872980	34.5171
732872990	34.666
732873000	34.8589
732873010	35.2642
732873020	35.4798
732873030	35.5391
732873040	35.6943
732873050	36.0858
732873060	35.7159
732873070	36.1415
732873080	36.4214
732873090	36.4966
732873100	36.8245
732873110	36.7784
732873120	36.6875
732873130	35.8161
732873140	35.6755
732873150	35.4637
732873160	37.1256
732873170	37.5256
732873180	37.2898
732873190	37.0959
732873200	38.1884
732873210	38.6409
732873220	39.3656
732873230	39.2251
732873240	39.2852
732873250	39.5388
732873260	39.0585
732873270	38.7291
732873280	39.5238
732873290	40.0025
732873300	40.9633
732873310	42.687
732873320	37.4177
732873330	38.2313
732873340	36.2495
732873350	36.5034
732873360	35.8542
732873370	36.2445
732873380	37.733
732873390	36.945
732873400	36.7814
732873410	36.4236
732873420	36.3613
732873430	36.7088
732873440	36.6457
732873450	36.3431
732873460	36.0905
732873470	35.8494
732873480	36.3363
732873490	36.0629
732873500	36.4843
732873510	36.2403
732873520	36.33
732873530	36.1355
732873540	37.2972
732873550	35.2756
732873560	35.2792
732873570	35.5667
732873580	35.1067
732873590	34.5137
732873600	35.0396
732873610	34.6126
732873620	34.6641
732873630	34.4018
732873640	34.4876
732873650	34.4893
732873660	33.7602
732873670	33.8744
732873680	33.286
732873690	33.6068
732873700	34.1776
732873710	33.7573
732873720	33.4792
732873730	33.4708
732873740	33.3715
732873750	33.3402
732873760	33.0767
732873770	32.4843
732873780	32.7594
732873790	32.1543
732873800	31.8859
732873810	30.9093
732873820	30.687
732873830	30.8728
732873840	31.2933
732873850	31.4463
732873860	30.935
732873870	30.6652
732873880	30.5371
732873890	29.7432
732873900	29.6835
732873910	29.4677
732873920	29.6813
732873930	29.4767
732873940	27.3398
732873950	26.8568
732873960	26.3498
732873970	26.1837
732873980	25.971
732873990	25.7166
732874000	25.7823
732874010	25.8485
732874020	24.9647
732874030	24.3856
732874040	24.2085
732874050	23.5971
732874060	23.6037
732874070	23.3771
732874080	22.9801
732874090	22.6972
732874100	22.6276
732874110	22.344
732874120	21.2203
732874130	21.0924
732874140	20.4953
732874150	19.5511
732874160	19.2215
732874170	19.4162
732874180	18.9758
732874190	20.4057
732874200	19.5995
732874210	18.7615
732874220	17.4428
732874230	17.0517
732874240	15.755
732874250	15.9994
732874260	16.1916
732874270	15.5965
732874280	14.5494
732874290	15.6833
732874300	14.7602
732874310	14.0793
732874320	13.6531
732874330	12.8511
732874340	12.5586
732874350	12.0643
732874360	12.0259
732874370	11.4432
732874380	11.5381
732874390	11.057
732874400	11.3301
732874410	10.4896
732874420	11.0654
732874430	10.9498
732874440	10.6409
732874450	10.2581
732874460	10.0509
732874470	8.37606
732874480	8.53335
732874490	7.48351
732874500	5.92701
732874510	29.6351
732874520	28.5166
732874530	5.59026
732874540	6.80269
732874550	7.76164
732874560	9.74503
732874570	11.0354
732874580	8.55261
732874590	8.02658
732874600	8.32065
732874610	3.70068
732874620	5.73585
732874630	5.57671
732874640	3.43883
732874650	1.93226
732874660	2.62808
732874670	3.30662
732874680	2.58531
732874690	2.14349
732874700	7.03802
732874710	5.41599
732874720	2.85711
732874730	3.91478
732874740	3.97382
732874750	4.14915
732874760	4.72006
732874770	5.52528
732874780	5.80534
732874790	6.18407
732874800	6.60385
732874810	6.90979
732874820	7.70355
732874830	7.92384
732874840	8.07823
732874850	8.70369
732874860	9.15369
732874870	9.47224
732874880	9.95957
732874890	10.547
732874900	10.8768
732874910	11.3087
732874920	11.6998
732874930	12.4311
732874940	12.8729
732874950	13.8502
732874960	13.3818
732874970	13.2962
732874980	14.1026
732874990	14.922
732875000	14.8444
732875010	15.0326
732875020	16.1294
732875030	16.6146
732875040	16.5351
732875050	18.0336
732875060	19.3758
732875070	20.1466
732875080	20.2325
732875090	20.0568
732875100	20.3931
732875110	20.3265
732875120	20.2946
732875130	20.8502
732875140	21.5189
732875150	20.1959
732875160	19.1187
732875170	19.6013
732875180	20.1905
732875190	20.293
732875200	21.6953
732875210	24.2793
732875220	22.3067
732875230	22.7817
732875240	23.2036
732875250	23.0458
732875260	23.7704
732875270	23.626
732875280	24.1832
732875290	24.5578
732875300	24.6165
732875310	25.2198
732875320	25.2873
732875330	26.0576
732875340	25.9858
732875350	26.4969
732875360	27.0117
732875370	26.9523
732875380	27.3643
732875390	27.7289
732875400	28.5604
732875410	28.7502
732875420	28.7252
732875430	28.9825
732875440	29.4607
732875450	29.473
732875460	29.7138
732875470	30.1246
732875480	30.4046
732875490	30.9442
732875500	31.2403
732875510	30.8351
732875520	30.7777
732875530	31.1744
732875540	31.7591
732875550	32.454
732875560	32.4731
732875570	32.3931
732875580	32.5859
732875590	32.7912
732875600	33.1195
732875610	33.2997
732875620	33.3725
732875630	33.7492
732875640	33.7039
732875650	34.1438
732875660	34.4862
732875670	34.6254
732875680	34.6295
732875690	34.9841
732875700	35.1518
732875710	35.522
732875720	35.4981
732875730	35.7664
732875740	35.9211
732875750	36.2114
732875760	36.4303
732875770	36.7082
732875780	36.5182
732875790	36.8261
732875800	36.7947
732875810	36.7445
732875820	37.3041
732875830	37.4679
732875840	37.494
732875850	37.4783
732875860	37.9481
732875870	37.7501
732875880	37.8138
732875890	38.2889
732875900	38.2134
732875910	38.7055
732875920	38.4945
732875930	38.5079
732875940	38.5568
732875950	38.8008
732875960	38.9536
732875970	38.904
732875980	39.1489
732875990	39.0015
732876000	38.8814
732876010	39.1897
732876020	39.2961
732876030	39.325
732876040	39.4057
732876050	39.5077
732876060	39.3912
732876070	39.2921
732876080	39.1575
732876090	39.3369
732876100	38.4882
732876110	38.6137
732876120	39.0068
732876130	38.5074
732876140	38.4584
732876150	38.4831
732876160	38.3265
732876170	38.475
732876180	38.539
732876190	38.4389
732876200	38.228
732876210	38.2367
732876220	38.3146
732876230	38.2303
732876240	37.7925
732876250	37.9289
732876260	37.9937
732876270	37.9427
732876280	37.5074
732876290	37.5502
732876300	37.3391
732876310	37.3099
732876320	37.0198
732876330	36.7846
732876340	36.9081
732876350	36.8999
732876360	36.8681
732876370	36.7107
732876380	36.5174
732876390	36.2631
732876400	35.7301
732876410	35.5704
732876420	35.5373
732876430	35.2343
732876440	35.6298
732876450	35.7436
732876460	35.2593
732876470	34.6414
732876480	34.5704
732876490	34.6128
732876500	34.4869
732876510	34.3805
732876520	34.1753
732876530	34.2054
732876540	34.0412
732876550	33.8172
732876560	34.0107
732876570	33.7061
732876580	33.7242
732876590	33.2501
732876600	32.737
732876610	32.4778
732876620	32.5247
732876630	31.8625
732876640	31.8801
732876650	30.9579
732876660	30.7068
732876670	30.566
732876680	30.2048
732876690	30.0818
732876700	30.3071
732876710	29.6698
732876720	29.2009
732876730	28.9925
732876740	28.5722
732876750	28.2095
732876760	28.1872
732876770	28.1323
732876780	27.5407
732876790	27.2074
732876800	27.0364
732876810	26.9092
732876820	26.475
732876830	25.9733
732876840	25.7196
732876850	25.3959
732876860	25.3367
732876870	24.9287
732876880	24.3588
732876890	24.0233
732876900	23.8564
732876910	23.0747
732876920	23.0073
732876930	22.979
732876940	22.5048
732876950	22.2805
732876960	21.1614
732876970	21.273
732876980	20.8691
732876990	20.6376
732877000	20.0713
732877010	19.8234
732877020	19.2852
732877030	18.974
732877040	18.706
732877050	18.4819
732877060	18.1169
732877070	17.6675
732877080	13.8079
732877090	13.966
732877100	13.0122
732877110	12.5367
732877120	13.1219
732877130	16.1952
732877140	14.6948
732877150	14.1453
732877160	14.4227
732877170	13.2406
732877180	13.2341
732877190	12.5911
732877200	12.0006
732877210	12.494
732877220	12.004
732877230	11.7026
732877240	11.2862
732877250	10.0015
732877260	8.77546
732877270	7.9702
732877280	7.60246
732877290	7.48822
732877330	7.19881
732877340	6.49158
732877350	6.4889
732877360	6.14336
732877370	5.90122
732877380	5.3378
732877390	5.03892
732877400	4.48413
732877410	3.84112
732877420	3.48725
732877430	3.3846
732877440	3.50225
732877450	2.91401
732877460	2.29502
732877470	1.73042
732877480	1.52977
732877490	1.65059
732877500	0.914873
732877510	0.933425
732877520	1.21374
732877530	1.40855
732877540	1.4298
732877550	2.20633
732877560	2.37523
732877570	3.07045
732877580	3.06428
732877590	3.73082
732877600	3.5796
732877610	3.79571
732877620	4.55687
732877630	5.40386
732877640	6.59004
732877650	6.48715
732877660	8.29503
732877670	7.89584
732877680	8.64609
732877690	9.86638
732877700	9.1197
732877710	9.00662
732877720	8.78538
732877730	10.8099
732877740	10.2992
732877750	9.74776
732877760	9.59375
732877770	10.1222
732877780	10.3934
732877790	11.0172
732877800	11.4325
732877810	11.9888
732877820	11.523
732877830	13.3127
732877840	13.8794
732877850	13.9427
732877860	14.3062
732877900	16.3047
732877910	15.2911
732877920	16.0394
732877930	15.4783
732877940	16.6115
732877950	16.6519
732877960	17.2997
732877970	17.4771
732877980	17.9284
732877990	18.249
732878000	19.0836
732878010	19.3807
732878020	19.7792
732878030	20.1438
732878040	20.4294
732878050	20.9449
732878060	21.0692
732878070	21.3186
732878080	21.8743
732878090	22.3448
732878100	22.4802
732878110	22.761
732878120	22.9804
732878130	23.7203
732878140	24.1831
732878150	24.1813
732878160	24.5273
732878170	24.9867
732878180	25.3398
732878190	25.454
732878200	26.0061
732878210	26.2808
732878220	26.4229
732878230	27.006
732878240	27.2453
732878250	27.4838
732878260	27.5888
732878270	27.9942
732878280	28.4092
732878290	28.8736
732878300	29.103
732878310	28.6726
732878320	28.8485
732878330	29.3814
732878340	29.4753
732878350	30.0989
732878360	30.0146
732878370	30.236
732878380	32.6849
732878390	30.8067
732878400	30.8689
732878410	31.4154
732878420	31.4563
732878430	31.7752
732878440	31.838
732878450	32.1157
732878460	32.5708
732878470	32.7542
732878480	32.7167
732878490	33.1618
732878500	33.7146
732878510	33.7773
732878520	34.0218
732878530	34.0086
732878540	34.2035
732878550	34.8223
732878560	34.5623
732878570	35.3064
732878580	35.5136
732878590	36.1717
732878600	36.6072
732878610	36.9735
732878620	37.0667
732878630	34.2247
732878640	34.5078
732878650	34.3816
732878660	34.6571
732878670	34.9085
732878680	34.9711
732878690	35.159
732878700	35.2707
732878710	35.5497
732878720	35.3844
732878730	35.1902
732878740	35.7766
732878750	36.014
732878760	36.2566
732878770	36.0616
732878780	36.4068
732878790	36.2818
732878800	36.4969
732878810	36.3866
732878820	36.4916
732878830	36.6395
732878840	36.5564
732878850	36.7214
732878860	36.7194
732878870	36.8375
732878880	37.0108
732878890	36.9715
732878900	37.1879
732878910	37.4257
732878920	37.3152
732878930	37.8358
732878940	37.603
732878950	37.5482
732878960	37.3491
732878970	37.4455
732878980	37.6002
732878990	37.5647
732879000	37.3267
732879010	37.5273
732879020	37.8136
732879030	37.644
732879040	38.3866
732879050	38.5714
732879060	38.7771
732879070	38.9445
732879080	38.8308
732879090	37.3277
732879100	36.8702
732879110	36.515
732879120	36.5656
732879130	35.9263
732879140	35.9823
732879150	35.9368
732879160	36.2408
732879170	36.0317
732879180	36.5416
732879190	36.0716
732879200	35.7757
732879210	34.7865
732879220	35.2116
732879230	35.9755
732879240	36.0835
732879250	36.4227
732879260	36.5361
732879270	35.6662
732879280	36.2831
732879290	37.8803
732879300	35.8277
732879310	35.9805
732879320	35.8388
732879330	35.1812
732879340	35.1146
732879350	34.452
732879360	32.6879
732879370	32.2742
732879380	32.5357
732879390	32.1989
732879400	32.4388
732879410	32.4552
732879420	32.288
732879430	37.4088
732879440	36.663
732879450	37.973
732879460	39.0063
732879470	33.5482
732879480	33.1827
732879490	35.137
732879500	37.3908
732879510	31.3952
732879520	29.7316
732879530	29.4524
732879540	29.2722
732879550	29.0772
732879560	28.4496
732879570	28.2851
732879580	28.0719
732879590	27.4625
732879600	27.2899
732879610	27.2033
732879620	27.0161
732879630	26.2745
732879640	25.9896
732879650	26.0786
732879660	26.0175
732879670	25.3467
732879680	25.013
732879690	24.5303
732879700	24.4136
732879710	24.1328
732879720	23.7959
732879730	23.8003
732879740	23.6301
732879750	23.1923
732879760	22.5799
732879770	22.7772
732879780	22.4645
732879790	21.9014
732879800	21.6137
732879810	21.3487
732879820	21.0314
732879830	21.2
732879840	19.9998
732879850	18.9952
732879860	18.9668
732879870	19.0096
732879880	18.0251
732879890	18.1603
732879900	17.9587
732879910	17.7335
732879920	16.8872
732879930	16.6992
732879940	15.8258
732879950	15.3814
732879960	15.9797
732879970	14.9934
732879980	14.6934
732879990	15.1063
732880000	14.3703
732880010	13.9879
732880020	14.1258
732880030	13.3042
732880040	11.8894
732880050	11.6763
732880060	11.3055
732880070	10.687
732880080	10.8128
732880090	10.2183
732880100	9.64803
732880110	9.49432
732880120	8.81329
732880130	8.15081
732880140	8.06757
732880150	7.75783
732880160	7.18454
732880170	6.98947
732880180	6.73193
732880190	5.81757
732880200	5.18178
732880210	5.3423
732880220	4.86768
732880230	3.46324
732880240	4.01593
732880250	5.68021
732880260	5.12512
732880270	4.49887
732880280	1.82413
732880290	2.0691
732880300	2.42717
732880310	153.597
732880320	151.436
732880330	151.372
732880340	152.407
732880350	150.863
732880360	53.1221
732880370	54.1551
732880380	52.7652
732880390	45.8194
732880400	46.999
732880410	133.097
732880420	134.753
732880430	134.509
732880440	145.379
732880450	144.512
732880460	134.823
732880470	135.889
732880480	134.602
732880490	134.204
732880500	133.73
732880510	133.614
732880520	132.469
732880530	132.315
732880540	131.843
732880550	130.29
732880560	130.136
732880570	130.18
732880580	129.664
732880590	129.683
732880600	168.974
732880610	167.057
732880620	182.069
732880630	180.423
732880640	182.102
732880650	165.879
732880660	147.446
732880670	124.725
732880680	124.769
732880690	117.729
732880700	117.86
732880710	118.631
732880720	16.7043
732880730	17.2572
732880740	17.6942
732880750	17.8515
732880760	18.349
732880770	118.484
732880780	116.978
732880790	116.548
732880800	117.783
732880810	118.535
732880820	118.209
732880830	118.794
732880840	118.645
732880850	154.291
732880860	155.586
732880870	154.667
732880880	154.056
732880890	118.207
732880900	117.541
732880910	120.467
732880920	120.184
732880930	120.653
732880940	121.852
732880950	120.706
732880960	121.91
732880970	122.138
732880980	120.381
732880990	120.448
732881000	122.847
732881010	121.889
732881020	121.265
732881030	122.285
732881040	124.06
732881050	125.272
732881060	83.9551
732881070	83.0099
732881080	114.769
732881090	114.06
732881100	114.909
732881110	116.139
732881120	117.28
732881130	116.459
732881140	104.723
732881150	104.714
732881160	104.04
732881170	104.604
732881180	104.71
732881190	105.347
732881200	105.431
732881210	104.945
732881220	104.711
732881230	104.698
732881240	104.933
732881250	105.56
732881260	106.088
732881270	105.814
732881280	105.882
732881290	106.242
732881300	105.496
732881310	104.716
732881320	105.106
732881330	105.753
732881340	34.7999
732881350	35.3261
732881360	35.7499
732881370	35.9283
732881380	35.7926
732881390	36.7702
732881400	36.1991
732881410	35.9334
732881420	36.2872
732881430	36.3433
732881440	36.4284
732881450	35.3906
732881460	34.8176
732881470	37.8407
732881480	38.6974
732881490	39.7693
732881500	40.3414
732881510	39.9421
732881520	40.2694
732881530	41.6792
732881540	41.5332
732881550	37.8641
732881560	37.7466
732881570	38.1845
732881580	37.9329
732881590	38.4733
732881600	39.6199
732881610	39.334
732881620	39.7096
732881630	39.4263
732881640	40.0223
732881650	39.9712
732881660	39.1667
732881670	39.8003
732881680	40.2217
732881690	40.5698
732881700	39.8803
732881710	40.6857
732881720	40.2345
732881730	40.7139
732881740	41.4727
732881750	42.7173
732881760	40.3895
732881770	40.6743
732881780	40.2421
732881790	40.6547
732881800	40.4948
732881810	61.0097
732881820	62.3374
732881830	62.3738
732881840	71.588
732881850	71.7286
732881860	72.3802
732881870	72.0214
732881880	72.1221
732881890	72.061
732881900	74.5563
732881910	75.2323
732881920	75.5154
732881930	74.7675
732881940	74.8226
732881950	75.3244
732881960	75.181
732881970	73.7122
732881980	37.5172
732881990	37.5144
732882000	37.7707
732882010	38.0194
732882020	38.6309
732882030	38.8353
732882040	37.2659
732882050	37.2641
732882060	37.9621
732882070	38.1157
732882080	36.6878
732882090	36.6528
732882100	36.5111
732882110	37.1357
732882120	37.2421
732882130	36.5459
732882140	36.8149
732882150	36.1791
732882160	36.091
732882170	35.9343
732882180	36.4285
732882190	35.4688
732882200	35.1751
732882210	34.4546
732882220	34.0574
732882230	33.5457
732882240	33.8599
732882250	33.8311
732882260	33.0179
732882270	32.5441
732882280	31.9884
732882290	32.0436
732882300	32.1924
732882310	32.296
732882320	31.7025
732882330	31.2872
732882340	30.962
732882350	31.5807
732882360	30.3745
732882370	29.9927
