Модуль ошибки
Время, с	Ошибка, м
732832870	47.9256
732832880	48.5001
732832890	49.626
732832900	49.2636
732832910	49.7181
732832920	49.7645
732832930	49.8518
732832940	49.6522
732832950	49.8902
732832960	50.964
732832970	51.328
732832980	52.2899
732832990	53.3
732833000	54.3897
732833010	51.0499
732833020	51.559
732833030	52.2772
732833040	52.8346
732833050	53.3042
732833060	52.6401
732833070	52.3393
732833080	52.5036
732833090	66.7229
732833100	65.7316
732833110	64.2546
732833120	65.1261
732833130	66.081
732833140	66.3868
732833150	67.6185
732833160	67.8752
732833170	67.7975
732833180	67.1887
732833190	67.4786
732833200	68.7944
732833210	68.7171
732833220	67.5803
732833230	67.6593
732833240	68.676
732833250	69.5839
732833260	69.1524
732833270	69.9379
732833280	77.9292
732833290	78.7608
732833300	76.9563
732833310	65.2285
732833320	65.264
732833330	64.9711
732833340	64.4482
732833350	63.3952
732833360	64.6834
732833370	64.4652
732833380	64.2335
732833390	64.7477
732833400	63.8557
732833410	63.3643
732833420	64.2947
732833430	63.8825
732833440	62.9358
732833450	62.7897
732833460	61.5777
732833470	62.0878
732833480	61.7201
732833490	62.4208
732833500	37.359
732833510	37.3142
732833520	37.5213
732833530	37.4733
732833540	37.4949
732833550	37.6146
732833560	36.9437
732833570	37.162
732833580	37.055
732833590	37.2715
732833600	37.3301
732833610	37.5462
732833620	37.2194
732833630	37.4141
732833640	37.6876
732833650	37.837
732833660	37.2487
732833670	37.4704
732833680	37.3929
732833690	37.7432
732833700	37.8107
732833710	38.0587
732833720	38.089
732833730	37
732833740	36.8449
732833750	36.7669
732833760	36.7979
732833770	37.2924
732833780	36.3956
732833790	36.9501
732833800	39.1336
732833810	41.6531
732833820	39.4237
732833830	40.0768
732833840	40.677
732833850	35.0597
732833860	34.9548
732833870	34.8862
732833880	34.6142
732833890	34.553
732833900	34.4756
732833910	34.0107
732833920	35.1934
732833930	35.1108
732833940	35.9437
732833950	36.4837
732833960	33.5111
732833970	33.4444
732833980	33.3055
732833990	32.9284
732834000	33.4139
732834010	33.3599
732834020	33.063
732834030	32.8608
732834040	33.233
732834050	33.3467
732834060	33.089
732834070	32.7619
732834080	32.2084
732834090	32.3347
732834100	31.8966
732834110	31.7413
732834120	31.9029
732834130	30.6392
732834140	30.5289
732834150	29.9691
732834160	29.8466
732834170	29.516
732834180	29.2068
732834190	28.9252
732834200	28.6167
732834210	28.2396
732834220	27.9078
732834230	27.7207
732834240	27.5621
732834250	27.8732
732834260	27.4416
732834270	27.1078
732834280	26.8448
732834290	26.2862
732834300	25.4335
732834310	25.2343
732834320	24.7089
732834330	24.9682
732834340	24.7486
732834350	23.9534
732834360	23.4385
732834370	23.1265
732834380	22.5486
732834390	22.472
732834400	22.0139
732834410	21.5852
732834420	21.3203
732834430	20.9288
732834440	20.1197
732834450	20.3643
732834460	20.001
732834470	19.3578
732834480	18.9359
732834490	18.8915
732834500	18.7709
732834510	18.1032
732834520	17.8229
732834530	17.6334
732834540	17.4156
732834550	17.0426
732834560	16.2046
732834570	16.529
732834580	16.4514
732834590	15.3016
732834600	15.1301
732834610	14.8734
732834620	14.4219
732834630	13.4857
732834640	13.6037
732834650	13.3467
732834660	13.2122
732834670	12.4325
732834680	12.5338
732834690	11.8062
732834700	11.1929
732834710	11.0371
732834720	10.6204
732834730	10.2127
732834740	9.90686
732834750	9.4129
732834760	9.37583
732834770	8.48648
732834780	8.40778
732834790	7.55188
732834800	8.34708
732834810	8.40873
732834820	6.76904
732834830	6.22672
732834840	5.2008
732834850	6.28691
732834860	5.43006
732834870	5.09192
732834880	4.52281
732834890	4.01847
732834900	3.38606
732834910	2.66138
732834920	2.9238
732834930	4.11809
732834940	2.40065
732834950	2.05366
732834960	0.679233
732834970	0.60051
732834980	0.968657
732834990	1.03805
732835000	1.00419
732835010	1.17478
732835020	1.71967
732835030	1.94044
732835040	2.20317
732835050	2.77072
732835060	3.89791
732835070	4.1825
732835080	4.41301
732835090	4.604
732835100	4.75093
732835110	5.50536
732835120	5.81562
732835130	6.8872
732835140	6.8722
732835150	7.25831
732835160	7.81862
732835170	7.99347
732835180	8.36476
732835190	8.95015
732835200	9.24576
732835210	10.0315
732835220	10.0208
732835230	13.346
732835240	12.0188
732835250	12.4365
732835260	13.6323
732835270	12.3614
732835280	12.3271
732835290	12.8249
732835300	13.4697
732835310	13.9137
732835320	14.5869
732835330	15.0526
732835340	15.1775
732835350	15.7403
732835360	15.6241
732835370	16.1095
732835380	16.9798
732835390	17.3254
732835400	17.4832
732835410	17.6667
732835420	17.9843
732835430	18.3492
732835440	19.3457
732835450	19.2805
732835460	19.4574
732835470	20.1055
732835480	19.923
732835490	21.0434
732835500	20.6488
732835510	21.2445
732835520	21.2175
732835530	21.5577
732835540	21.7167
732835550	22.5301
732835560	22.4384
732835570	22.6994
732835580	23.2445
732835590	24.0398
732835600	24.5157
732835610	24.6017
732835620	24.6008
732835630	25.1651
732835640	25.7933
732835650	25.9363
732835660	26.5054
732835670	26.6612
732835680	27.1973
732835690	27.859
732835700	27.9737
732835710	28.3625
732835720	27.9186
732835730	28.305
732835740	28.335
732835750	28.2602
732835760	28.6535
732835770	28.6633
732835780	29.7653
732835790	30.3786
732835800	30.2034
732835810	30.1755
732835820	30.4345
732835830	30.5972
732835840	30.8903
732835850	31.1606
732835860	31.575
732835870	31.9888
732835880	32.2092
732835890	32.3457
732835900	32.5355
732835910	32.6474
732835920	32.8425
732835930	33.1724
732835940	33.8692
732835950	34.1289
732835960	34.5226
732835970	34.9943
732835980	34.7945
732835990	35.2338
732836000	35.7656
732836010	35.8567
732836020	36.2729
732836030	37.0924
732836040	36.8837
732836050	36.8354
732836060	35.6485
732836070	35.8995
732836080	36.0732
732836090	36.0013
732836100	36.6745
732836110	36.41
732836120	37.0609
732836130	36.8906
732836140	36.8474
732836150	37.6085
732836160	37.3309
732836170	37.737
732836180	37.8793
732836190	37.7942
732836200	38.0493
732836210	37.5715
732836220	38.3985
732836230	40.66
732836240	40.9745
732836250	41.1429
732836260	41.4047
732836270	40.9611
732836280	40.5787
732836290	39.6831
732836300	40.0745
732836310	40.5503
732836320	40.3106
732836330	40.3784
732836340	41.2282
732836350	41.1253
732836360	40.8894
732836370	40.2211
732836380	40.6258
732836390	40.5432
732836400	40.0026
732836410	40.2743
732836420	40.578
732836430	40.6755
732836440	40.6869
732836450	39.8808
732836460	40.6751
732836470	40.3477
732836480	39.8165
732836490	39.71
732836500	40.0602
732836510	40.3393
732836520	39.9317
732836530	39.8591
732836540	38.6844
732836550	39.0935
732836560	39.8386
732836570	38.3205
732836580	38.4058
732836590	38.1796
732836600	38.2711
732836610	38.385
732836620	38.1014
732836630	38.3878
732836640	38.1752
732836650	37.9937
732836660	37.7687
732836670	37.7064
732836680	37.588
732836690	37.3903
732836700	37.9847
732836710	37.2534
732836720	36.602
732836730	37.0923
732836740	36.6119
732836750	35.9639
732836760	36.0364
732836770	35.9682
732836780	35.6912
732836790	35.5967
732836800	35.3636
732836810	35.8083
732836820	35.4504
732836830	34.9093
732836840	35.6084
732836850	34.932
732836860	35.0674
732836870	34.414
732836880	34.6067
732836890	34.4108
732836900	34.5066
732836910	34.7199
732836920	33.8681
732836930	33.7331
732836940	33.2191
732836950	33.2793
732836960	32.6924
732836970	32.4687
732836980	32.2181
732836990	31.3505
732837000	30.5792
732837010	31.2357
732837020	31.1732
732837030	31.1029
732837040	30.9659
732837050	30.4332
732837060	30.2132
732837070	29.7943
732837080	29.591
732837090	30.1976
732837100	28.8362
732837110	28.1545
732837120	28.307
732837130	27.8591
732837140	27.9528
732837150	28.7652
732837160	28.4443
732837170	28.9991
732837180	28.181
732837190	28.2253
732837200	27.8021
732837210	25.97
732837220	25.63
732837230	25.1526
732837240	25.0365
732837250	25.0639
732837260	26.2086
732837270	26.4735
732837280	24.6884
732837290	24.0327
732837300	21.6923
732837310	22.5177
732837320	19.2504
732837330	19.0174
732837340	19.1873
732837350	18.7202
732837360	18.6913
732837370	19.8385
732837380	20.0156
732837390	19.574
732837400	19.813
732837410	16.8723
732837420	16.2276
732837430	15.5231
732837440	15.519
732837450	15.5187
732837460	15.3297
732837470	15.133
732837480	14.6482
732837490	14.4059
732837500	14.0509
732837510	13.4866
732837520	13.7838
732837530	16.1283
732837540	12.6307
732837550	12.0706
732837560	10.9917
732837570	10.778
732837580	10.4709
732837590	9.95951
732837600	9.69124
732837610	9.53407
732837620	9.17493
732837630	8.59573
732837640	8.13626
732837650	7.61591
732837660	7.79492
732837670	7.07528
732837680	6.37179
732837690	6.16572
732837700	5.60648
732837710	5.05654
732837720	4.37883
732837730	4.46124
732837740	4.67011
732837750	4.92742
732837760	3.27475
732837770	3.97876
732837780	4.37512
732837790	2.71308
732837800	1.68332
732837810	2.15545
732837820	2.0366
732837830	3.79095
732837840	3.40276
732837850	1.37749
732837860	1.30262
732837870	1.68562
732837880	3.33279
732837890	3.28009
732837900	3.97241
732837910	3.49723
732837920	4.1914
732837930	4.83668
732837940	4.76941
732837950	5.03348
732837960	5.42904
732837970	5.76334
732837980	6.25111
732837990	7.35455
732838000	7.15137
732838010	7.2518
732838020	8.31645
732838030	8.38015
732838040	10.5454
732838050	11.9509
732838090	215.892
732838100	123.173
732838260	131.779
732838270	22.4002
732838280	22.6663
732838290	21.6439
732838300	17.9067
732838310	18.0614
732838320	18.5429
732838330	19.1684
732838340	19.4894
732838350	19.6001
732838360	27.661
732838370	20.6108
732838380	20.9698
732838390	20.9562
732838400	21.5975
732838410	21.6015
732838420	22.1152
732838430	23.1558
732838440	23.7319
732838450	23.7755
732838460	24.1345
732838470	24.5668
732838480	24.9012
732838490	25.1084
732838500	25.3314
732838510	25.7458
732838520	26.3757
732838530	25.4517
732838540	26.1147
732838550	26.292
732838560	26.3148
732838570	26.612
732838580	27.3005
732838590	27.5312
732838600	28.2623
732838610	28.2366
732838620	28.8561
732838630	29.1787
732838640	30.2438
732838650	29.9114
732838660	30.6451
732838670	30.2777
732838680	30.799
732838690	30.8681
732838700	31.8069
732838710	31.9178
732838720	31.5268
732838730	31.7504
732838740	31.7581
732838750	32.0583
732838760	32.3064
732838770	33.0037
732838780	32.6973
732838790	33.5626
732838800	33.6187
732838810	33.4104
732838820	33.6409
732838830	33.5244
732838840	33.5587
732838850	33.7406
732838860	34.5567
732838870	34.9196
732838880	34.6316
732838890	35.1755
732838900	35.6406
732838910	36.0794
732838920	35.6378
732838930	36.3138
732838940	36.759
732838950	36.5204
732838960	36.6793
732838970	36.996
732838980	37.2065
732838990	37.387
732839000	37.4511
732839010	37.2547
732839020	37.2907
732839030	37.9158
732839040	37.5643
732839050	37.9274
732839060	38.0429
732839070	37.706
732839080	38.0361
732839090	38.1267
732839100	38.1539
732839110	38.5711
732839120	39.1418
732839130	39.1519
732839140	39.3545
732839150	39.4231
732839160	39.4993
732839170	40.2065
732839180	41.0542
732839190	41.6467
732839200	41.5278
732839210	41.3764
732839220	38.6649
732839230	38.1892
732839240	36.9366
732839250	36.7673
732839260	36.1818
732839270	37.1897
732839280	36.7489
732839290	36.935
732839300	37.165
732839310	36.9365
732839320	37.0225
732839330	36.599
732839340	35.1193
732839350	34.3079
732839360	34.6005
732839370	34.6832
732839380	34.9444
732839390	36.5219
732839400	36.6011
732839410	36.5675
732839420	36.8935
732839430	36.4767
732839440	35.9496
732839450	37.436
732839460	37.6223
732839470	38.2108
732839480	38.5737
732839490	38.8386
732839500	38.2643
732839510	38.7148
732839520	39.6027
732839530	41.2491
732839540	37.2502
732839550	38.6775
732839560	35.3588
732839570	32.6258
732839580	32.611
732839590	34.7359
732839600	35.0092
732839610	34.9176
732839620	34.9165
732839630	33.8715
732839640	33.5671
732839650	33.9866
732839660	33.3104
732839670	32.7859
732839680	33.01
732839690	32.0375
732839700	31.9827
732839710	31.5341
732839720	31.0551
732839730	30.83
732839740	30.3729
732839750	30.1543
732839760	29.3706
732839770	29.5987
732839780	29.8996
732839790	29.6674
732839800	29.7179
732839810	28.7416
732839820	28.4317
732839830	28.3645
732839840	28.3438
732839850	28.0532
732839860	28.13
732839870	27.9529
732839880	27.9604
732839890	27.676
732839900	27.1765
732839910	26.9794
732839920	26.866
732839930	25.9646
732839940	25.9043
732839950	25.517
732839960	25.4101
732839970	25.0838
732839980	24.9083
732839990	24.7826
732840000	24.2527
732840010	24.1413
732840020	23.7635
732840030	22.7644
732840040	23.1633
732840050	23.0391
732840060	22.7186
732840070	22.1784
732840080	21.8127
732840090	21.46
732840100	21.0997
732840110	20.7433
732840120	20.532
732840130	20.1599
732840140	19.9727
732840150	19.9094
732840160	19.7171
732840170	18.7766
732840180	18.1819
732840190	18.6323
732840200	17.8653
732840210	17.784
732840220	17.1283
732840230	17.0492
732840240	16.6563
732840250	16.3421
732840260	16.1363
732840270	15.5392
732840280	14.6296
732840290	14.2867
732840300	13.8417
732840310	13.5667
732840320	12.9643
732840330	12.7653
732840340	12.1825
732840350	11.7818
732840360	11.4958
732840370	11.2602
732840380	10.5524
732840390	10.2526
732840400	10.7754
732840410	10.4146
732840420	10.2205
732840430	9.25265
732840440	9.00298
732840450	8.68257
732840460	8.4847
732840470	8.21547
732840480	7.98261
732840490	8.3644
732840500	7.58905
732840510	7.12756
732840520	6.36957
732840530	5.7201
732840540	5.32812
732840550	5.43723
732840560	4.85129
732840570	4.38142
732840580	4.37122
732840590	3.71534
732840600	3.66153
732840610	3.65235
732840700	1.28405
732840710	19.7794
732840720	22.5999
732840730	86.5534
732840740	618.662
732840750	1387.17
732840770	1117.82
732840780	543.232
732840790	369.343
732840800	343.211
732840890	0
732840920	9.70085
732840930	10.1233
732840940	9.5731
732840950	11.9188
732840960	12.7774
732840970	14.5222
732840980	17.025
732840990	14.5895
732841000	13.9194
732841010	16.5585
732841020	16.8559
732841030	15.4203
732841040	15.7316
732841050	17.2174
732841060	17.0256
732841070	17.6213
732841080	16.8592
732841090	16.2799
732841100	16.8793
732841110	17.4463
732841120	17.6117
732841130	18.8131
732841140	19.3224
732841150	20.712
732841160	21.4422
732841170	20.0895
732841180	20.4332
732841190	21.0543
732841200	21.4081
732841210	22.832
732841220	21.9609
732841230	21.9128
732841240	22.6128
732841250	23.0808
732841260	23.5379
732841270	23.264
732841280	23.6209
732841290	23.7419
732841300	23.9761
732841310	24.7327
732841320	25.211
732841330	25.8976
732841340	25.9507
732841350	26.2537
732841360	26.6387
732841370	26.6606
732841380	27.7267
732841390	28.2705
732841400	29.0276
732841410	28.2045
732841420	28.4449
732841430	28.7161
732841440	29.3782
732841450	29.5186
732841460	28.9479
732841470	29.0766
732841480	29.2696
732841490	29.8146
732841500	30.2611
732841510	30.385
732841520	30.8875
732841530	31.7221
732841540	31.3688
732841550	31.7187
732841560	32.4032
732841570	32.2359
732841580	32.5017
732841590	32.3395
732841600	32.2622
732841610	32.6398
732841620	33.1345
732841630	33.1716
732841640	33.4326
732841650	33.7012
732841660	34.4242
732841670	34.766
732841680	35.2522
732841690	35.8933
732841700	35.6436
732841710	33.8093
732841720	33.6704
732841730	33.9967
732841740	34.4133
732841750	34.411
732841760	34.3844
732841770	34.7641
732841780	34.5639
732841790	34.7538
732841800	34.8708
732841810	35.0992
732841820	35.1116
732841830	35.4497
732841840	35.783
732841850	35.9166
732841860	35.825
732841870	36.2009
732841880	36.1629
732841890	36.0549
732841900	36.3279
732841910	36.5106
732841920	36.6948
732841930	36.4158
732841940	36.7986
732841950	36.9242
732841960	36.6099
732841970	36.7225
732841980	36.8267
732841990	37.1052
732842000	37.2322
732842010	37.1879
732842020	37.3451
732842030	37.0669
732842040	37.4585
732842050	36.9773
732842060	37.1989
732842070	37.5065
732842080	37.4393
732842090	37.5152
732842100	37.268
732842110	47.9239
732842120	37.4285
732842130	37.8692
732842140	37.7176
732842150	37.6352
732842160	37.617
732842170	38.3943
732842180	38.1927
732842190	38.2533
732842200	37.756
732842210	37.5669
732842220	38.4262
732842230	38.411
732842240	39.007
732842250	39.0908
732842260	39.3935
732842270	39.3399
732842280	39.1424
732842290	38.5378
732842300	37.7679
732842310	37.3541
732842320	36.6652
732842330	36.1894
732842340	36.393
732842350	36.0739
732842360	37.3223
732842370	36.9141
732842380	36.0217
732842390	35.186
732842400	35.0009
732842410	35.9823
732842420	35.5604
732842430	35.2756
732842440	35.3936
732842450	35.3219
732842460	35.035
732842470	35.6958
732842480	33.7227
732842490	33.7897
732842500	33.419
732842510	32.9136
732842520	32.6741
732842530	32.6389
732842540	32.1322
732842550	31.7383
732842560	31.5073
732842570	31.3753
732842580	31.3751
732842590	31.2269
732842600	30.9963
732842610	30.6226
732842620	30.3075
732842630	30.4471
732842640	30.4328
732842650	29.7953
732842660	29.4647
732842670	29.3581
732842680	29.0518
732842690	28.5869
732842700	28.2708
732842710	28.1318
732842720	27.8516
732842730	27.7159
732842740	27.348
732842750	27.0102
732842760	26.8969
732842770	26.7692
732842780	26.2999
732842790	25.9139
732842800	25.5844
732842810	25.2959
732842820	24.8215
732842830	24.7004
732842840	24.379
732842850	24.0862
732842860	23.8504
732842870	23.5794
732842880	23.1487
732842890	23.1902
732842900	22.5883
732842910	21.162
732842920	20.9754
732842930	20.7599
732842940	20.4385
732842950	25.3328
732842960	22.6499
732843220	10.9893
732843230	12.596
732843240	11.1935
732843250	10.5602
732843260	10.2053
732843270	9.47484
732843280	9.19657
732843290	8.98726
732843300	8.38858
732843310	8.08128
732843320	7.66426
732843330	7.06356
732843340	7.12948
732843350	6.2768
732843360	6.12126
732843370	5.9146
732843380	5.26246
732843390	4.60099
732843400	4.39044
732843410	4.33864
732843420	3.85994
732843430	3.19075
732843440	3.49729
732843450	2.29416
732843460	1.44171
732843470	1.03147
732843480	4.28367
732843490	3.4347
732843500	1.14249
732843510	1.78457
732843520	1.90066
732843530	1.50082
732843540	2.17181
732843550	2.49087
732843560	2.73786
732843570	3.28329
732843580	3.64713
732843590	3.78575
732843600	3.73473
732843610	4.47007
732843620	4.68123
732843630	5.08178
732843640	5.70495
732843650	6.28685
732843660	6.50986
732843670	6.94181
732843680	7.4903
732843690	7.76968
732843700	8.14882
732843710	8.96845
732843720	10.1147
732843730	9.07343
732843740	10.3111
732843750	12.4424
732843760	12.2051
732843770	90.2303
732843900	14.2563
732843910	15.743
732843920	16.0693
732843930	16.2308
732843940	17.0397
732843950	17.6184
732843960	18.6714
732843970	18.6507
732843980	19.8341
732843990	20.3445
732844000	20.73
732844010	21.0993
732844020	20.936
732844030	21.0843
732844040	22.2172
732844050	22.8392
732844060	22.6731
732844070	23.481
732844080	24.9199
732844090	25.0599
732844100	27.258
732844110	25.72
732844120	26.0809
732844130	26.0375
732844140	23.4871
732844150	24.0438
732844160	24.2695
732844170	24.6675
732844180	25.2101
732844190	25.5251
732844200	25.6825
732844210	25.9237
732844220	26.208
732844230	26.7991
732844240	27.146
732844250	27.4982
732844260	27.5059
732844270	27.8031
732844280	28.4171
732844290	28.6001
732844300	29.1174
732844310	29.3118
732844320	29.6677
732844330	29.9609
732844340	30.1291
732844350	30.2196
732844360	30.519
732844370	30.7566
732844380	30.997
732844390	31.2355
732844400	31.7144
732844410	31.3934
732844420	31.8702
732844430	32.2516
732844440	32.5801
732844450	32.7139
732844460	32.7334
732844470	32.886
732844480	33.1825
732844490	33.6049
732844500	33.6779
732844510	34.0217
732844520	34.282
732844530	34.4565
732844540	34.5644
732844550	34.8723
732844560	35.3492
732844570	35.4173
732844580	35.2203
732844590	35.5413
732844600	35.5094
732844610	35.8632
732844620	36.4012
732844630	36.5813
732844640	36.3414
732844650	36.4627
732844660	36.8365
732844670	37.0618
732844680	37.3532
732844690	37.6745
732844700	37.5095
732844710	38.3264
732844720	37.5794
732844730	38.2702
732844740	38.6483
732844750	38.5689
732844760	38.7035
732844770	38.9613
732844780	39.4618
732844790	38.9978
732844800	39.3292
732844810	36.1965
732844820	36.3392
732844830	36.42
732844840	36.0553
732844850	35.8966
732844860	36.1922
732844870	35.7874
732844880	35.0375
732844890	34.8431
732844900	36.8753
732844910	37.1219
732844920	37.1286
732844930	37.158
732844940	37.1816
732844950	36.9826
732844960	37.1747
732844970	36.5124
732844980	36.5654
732844990	36.9234
732845000	36.7567
732845010	37.1214
732845020	37.3675
732845030	37.2602
732845040	37.5692
732845050	37.5188
732845060	37.3136
732845070	37.2538
732845080	37.2445
732845090	37.2107
732845100	37.3935
732845110	37.5628
732845120	39.6843
732845130	40.236
732845140	41.0733
732845150	35.2168
732845160	34.9534
732845170	35.1176
732845180	36.0404
732845190	37.5003
732845200	39.735
732845210	41.0186
732845220	42.8804
732845230	45.4252
732845240	37.6592
732845250	38.3244
732845260	39.8127
732845270	34.0253
732845280	34.1536
732845290	33.9081
732845300	33.3446
732845310	33.5524
732845320	33.3441
732845330	33.3264
732845340	32.6222
732845350	32.6278
732845360	31.9841
732845370	31.4327
732845380	32.5406
732845390	32.6086
732845400	32.2132
732845410	32.0797
732845420	31.76
732845430	31.5779
732845440	31.5492
732845450	31.3789
732845460	31.2241
732845470	31.0575
732845480	31.1229
732845490	30.6219
732845500	29.8274
732845510	29.0086
732845520	28.7366
732845530	28.0757
732845540	27.854
732845550	27.6814
732845560	27.4273
732845570	27.2744
732845580	26.3575
732845590	26.6257
732845600	26.5018
732845610	26.0267
732845620	25.7249
732845630	26.1883
732845640	26.0067
732845650	25.2131
732845660	24.9342
732845670	24.8581
732845680	24.055
732845690	23.765
732845700	22.965
732845710	22.4986
732845720	22.0512
732845730	21.8446
732845740	21.3705
732845750	21.9774
732845760	21.3891
732845770	21.5403
732845780	21.1171
732845790	20.8387
732845800	20.4861
732845810	20.187
732845820	19.7114
732845830	19.4408
732845840	19.1537
732845850	18.7693
732845860	18.2641
732845870	18.042
732845880	17.7686
732845890	17.1936
732845900	16.7249
732845910	16.6869
732845920	16.3504
732845930	15.7259
732845940	16.3795
732845950	15.5348
732845960	14.9867
732845970	14.6395
732845980	13.8958
732845990	13.3703
732846000	13.0793
732846010	13.0696
732846120	8.704
732846130	9.41486
732846140	7.77602
732846150	7.54908
732846190	8.68183
732846200	5.11245
732846210	4.73619
732846220	4.88532
732846230	6.78165
732846260	7.4646
732846270	5.11326
732846280	1.89189
732846290	2.09107
732846300	1.75434
732846310	1.33006
732846320	0.596066
732846330	0.740789
732846340	1.76772
732846350	2.13966
732846360	1.66633
732846370	2.06969
732846380	2.33555
732846390	3.47209
732846400	3.46645
732846410	4.50103
732846420	5.77453
732846430	5.68398
732846440	5.84303
732846450	6.60095
732846460	8.62748
732846470	11.1511
732846480	6.01094
732846490	9.5674
732846500	29.2856
732846510	31.0248
732846560	0
732846570	10.456
732846590	0
732846640	18.1382
732846650	15.4141
732846660	15.0737
732846670	15.2876
732846680	17.472
732846810	18.4178
732846820	18.2594
732846830	18.9887
732846840	20.9262
732846850	20.9724
732846860	20.5068
732846870	20.7715
732846880	20.8813
732846890	23.0118
732846900	22.1032
732846910	23.8072
732846920	23.858
732846930	24.2492
732846940	24.3873
732846950	24.6163
732846960	24.7493
732846970	25.6043
732846980	26.5401
732846990	26.2039
732847000	26.7676
732847010	27.2797
732847020	27.0837
732847030	27.3972
732847040	27.8022
732847050	27.7225
732847060	27.7947
732847070	27.8103
732847080	27.8546
732847090	28.6253
732847100	29.0133
732847110	29.8479
732847120	29.7935
732847130	30.1168
732847140	30.171
732847150	30.3236
732847160	31.3235
732847170	32.2541
732847180	32.2651
732847190	32.6673
732847200	32.9072
732847210	32.3198
732847220	33.3537
732847230	33.516
732847240	32.645
732847250	33.511
732847260	34.3728
732847270	35.3047
732847280	36.0417
732847290	35.8491
732847300	36.8932
732847310	36.8088
732847320	36.242
732847330	36.0304
732847340	36.0397
732847350	36.8178
732847360	35.8883
732847370	36.4654
732847380	37.0135
732847390	36.6525
732847400	36.5924
732847410	35.3006
732847420	35.5976
732847430	35.4985
732847440	35.8145
732847450	36.9488
732847460	38.3138
732847470	38.4838
732847480	36.9788
732847490	36.8752
732847500	36.9584
732847510	37.5741
732847520	36.8574
732847530	37.6199
732847540	37.8421
732847550	36.8646
732847560	36.5053
732847570	35.8607
732847580	36.401
732847590	35.6557
732847600	36.3262
732847610	36.6574
732847620	37.4633
732847630	37.8698
732847640	37.3847
732847650	37.3698
732847660	36.6027
732847670	37.526
732847680	37.3489
732847690	38.7864
732847700	36.1779
732847710	35.7782
732847720	36.0226
732847730	36.4684
732847740	36.8467
732847750	36.4042
732847760	36.8114
732847770	36.8887
732847780	36.9613
732847790	37.8115
732847800	36.849
732847810	36.6057
732847820	36.3553
732847830	36.1703
732847840	36.1326
732847850	36.2507
732847860	35.992
732847870	37.6721
732847880	37.0011
732847890	37.3958
732847900	38.2788
732847910	38.155
732847920	38.8254
732847930	38.6344
732847940	38.2007
732847950	38.2462
732847960	37.6671
732847970	34.8578
732847980	34.645
732847990	35.6695
732848000	35.4869
732848010	35.1901
732848020	34.8398
732848030	34.5017
732848040	36.4977
732848050	36.6248
732848060	35.4124
732848070	35.8911
732848080	35.8225
732848090	35.3788
732848100	35.2225
732848110	35.2536
732848120	35.0679
732848130	35.2937
732848140	35.125
732848150	34.5643
732848160	34.2096
732848170	34.3498
732848180	33.8858
732848190	33.7981
732848200	33.7848
732848210	33.0955
732848220	33.4067
732848230	33.0732
732848240	32.6631
732848250	32.343
732848260	31.9338
732848270	32.1493
732848280	32.4275
732848290	31.5565
732848300	31.3458
732848310	31.3762
732848320	31.0886
732848330	30.9342
732848340	30.9499
732848350	30.3462
732848360	29.7268
732848370	29.5698
732848380	29.5584
732848390	30.3088
732848400	29.61
732848410	29.2543
732848420	28.4754
732848430	26.3277
732848440	26.8228
732848450	26.892
732848460	27.0258
732848490	25.9188
732848500	27.1431
732848510	23.8265
732848520	23.6307
732848530	23.6444
732848540	23.0061
732848550	23.1509
732848680	0
732848700	21.4564
732848710	21.9841
732848720	19.1354
732848730	18.3197
732848740	18.2089
732848750	17.8829
732848760	17.5288
732848770	17.0103
732848780	16.3378
732848790	16.4631
732848800	16.3082
732848810	16.081
732848820	15.1626
732848830	15.3763
732848840	14.7383
732848850	14.087
732848860	13.2054
732848870	13.9621
732848880	13.8944
732848890	12.4342
732848900	10.4173
732848910	10.5152
732848920	11.399
732848930	9.8449
732848940	9.42298
732848950	9.76656
732848960	7.55026
732848970	7.17493
732848980	6.90934
732848990	6.6598
732849000	5.9653
732849010	6.47594
732849020	5.26129
732849030	5.12571
732849040	4.14036
732849050	3.93382
732849060	35.8242
732849070	41.2935
732849080	8.08605
732849090	5.64055
732849100	12.9924
732849110	6.35133
732849120	7.70447
732849130	2.40166
732849140	8.33104
732849150	1.78106
732849160	2.12059
732849170	16.2865
732849180	18.7763
732849190	1.26234
732849200	1.99319
732849210	18.6795
732849220	17.7219
732849230	9.52048
732849240	9.10202
732849250	2.67425
732849260	3.59363
732849270	5.95064
732849280	10.5125
732849290	4.26429
732849300	12.0344
732849310	4.89771
732849320	83.3079
732849330	80.2871
732849340	82.4096
732849350	82.5747
732849360	82.9646
732849370	82.5337
732849380	82.7272
732849390	337.425
732849400	259.195
732849410	260.962
732849420	257.951
732849430	83.2215
732849440	81.8496
732849450	83.7987
732849460	85.0273
732849470	83.9429
732849480	83.9721
732849490	83.9763
732849500	84.1535
732849510	13.9767
732849520	14.0516
732849530	14.2622
732849540	15.0933
732849550	16.132
732849560	97.2172
732849570	98.6585
732849580	98.1293
732849590	99.5909
732849600	95.7222
732849610	98.7123
732849620	99.2869
732849630	99.4835
732849640	97.3836
732849650	96.0109
732849660	96.032
732849670	163.843
732849680	163.603
732849690	162.583
732849700	160.496
732849710	161.633
732849720	161.981
732849730	78.0103
732849740	77.8615
732849750	63.8104
732849760	63.1678
732849770	63.1893
732849780	67.0831
732849790	67.4264
732849800	66.7038
732849810	66.2546
732849820	67.1086
732849830	67.0173
